nodeName	altName	nodeAttr[nodesPresent, ]
TraesCS6B02G413300	GO:0016829,GO:0000287,GO:0010333	brown
TraesCS6B02G414800	GO:0006353	brown
TraesCS6B02G425300	GO:0003676,GO:0003729	brown
TraesCS6B02G427200	GO:0016788	brown
TraesCS6B02G432200	GO:0020037,GO:0004497,GO:0005506,GO:0016705,GO:0055114	brown
TraesCS6B02G450100	GO:0005507,GO:0016491,GO:0055114	brown
TraesCS6B02G450500	GO:0003735,GO:0006412,GO:0005840,GO:0009507,GO:0003723,GO:0009536,GO:0019843,GO:0005739	brown
TraesCS6B02G470800		brown
TraesCS6D02G005000	GO:0055114,GO:0016730	brown
TraesCS6D02G010500		brown
TraesCS6D02G045000	GO:0005515	brown
TraesCS6D02G047400	GO:0003676,GO:0019843,GO:0009507,GO:0003729,GO:1901259,GO:0034337	brown
TraesCS6D02G055600	GO:0005525,	brown
TraesCS6D02G061400		brown
TraesCS6D02G066500		brown
TraesCS6D02G068300	GO:0005524,GO:0008270,GO:0000166,GO:0005739,GO:0000049,GO:0004818,GO:0006424,GO:0006418,GO:0004812,GO:0048481,GO:0009570,GO:0043039	brown
TraesCS6D02G070200	GO:0005515	brown
TraesCS6D02G077700	GO:0016021	brown
TraesCS6D02G088600	GO:0016020,GO:0009765	brown
TraesCS6D02G088800	GO:0016021,GO:0009535,GO:0016020,GO:0009523,GO:0009522,GO:0009765,GO:0016168,GO:0018298	brown
TraesCS6D02G094200	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0009570,GO:0009941	brown
TraesCS6D02G123900	GO:0016021,	brown
TraesCS6D02G132500	GO:0018160,GO:0033014,GO:0004418	brown
TraesCS6D02G137000	GO:0003677	brown
TraesCS6D02G145700	GO:0003723,GO:0008168	brown
TraesCS6D02G162200	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6D02G174500	GO:0003723,GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6D02G183600	GO:0005524,GO:0016887,GO:0005515	brown
TraesCS6D02G183700		brown
TraesCS6D02G186800	GO:0016021	brown
TraesCS6D02G193000	GO:0005525,GO:0003924,GO:0003746,GO:0006414	brown
TraesCS6D02G203300	GO:0005507,GO:0051087,GO:0006457,GO:0009579,GO:0005759,GO:0042803,GO:0000774,GO:0009570	brown
TraesCS6D02G205400	GO:0016021	brown
TraesCS6D02G206200		brown
TraesCS6D02G210000	GO:0005737,GO:0003676,GO:0005524,GO:0000166,GO:0009507,GO:0005739,GO:0004824,GO:0006430,GO:0006418,GO:0004812,GO:0048481	brown
TraesCS6D02G216300	GO:0003676,GO:0005524,GO:0004386,GO:0005739,GO:0010497,GO:0009663	brown
TraesCS6D02G224200	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6D02G224600	GO:0016747	brown
TraesCS6D02G239600	GO:0005515	brown
TraesCS6D02G243700	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6D02G244900	GO:0004519,GO:0048564,GO:0045292,GO:0000373,GO:0005515	brown
TraesCS6D02G254000	GO:0016021,GO:0016491,GO:0055114,GO:0050660	brown
TraesCS6D02G257400	GO:0010287	brown
TraesCS6D02G262800	GO:0005737,GO:0005524,GO:0000166,GO:0004829,GO:0006435,GO:0006418,GO:0004812,GO:0043039	brown
TraesCS6D02G278000	GO:0005515	brown
TraesCS6D02G282900	GO:0009793,GO:0005515	brown
TraesCS6D02G295400	GO:0005634,GO:0006355,GO:0003714	brown
TraesCS6D02G298300	GO:0003735,GO:0006412,GO:0005840,GO:0009295,GO:0009570,GO:0009941	brown
TraesCS6D02G301300	GO:0046872,GO:0009507,GO:0009737,GO:0070006,GO:0006508,GO:0070084,	brown
TraesCS6D02G308400	GO:0005737,GO:0000287,GO:0004427,GO:0006796	brown
TraesCS6D02G309400	GO:0055114	brown
TraesCS6D02G311000		brown
TraesCS6D02G313000		brown
TraesCS6D02G317100	GO:0005524,GO:0000166,GO:0002161,GO:0000049,GO:0006418,GO:0004822,GO:0006428,GO:0004812	brown
TraesCS6D02G320800	GO:0005737,GO:0005524,GO:0006457,GO:0046914,GO:1901671	brown
TraesCS6D02G331100	GO:0005515	brown
TraesCS6D02G362000	GO:0006353	brown
TraesCS6D02G370900	GO:0003676,GO:0003729	brown
TraesCS6D02G390000	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6D02G408000		brown
TraesCS7A02G004000	GO:0005737,GO:0005524,GO:0000166,GO:0004820,GO:0006426	brown
TraesCS7A02G036200	GO:0005737,GO:0005524,GO:0006457,GO:0042026,GO:0000166,GO:0016887	brown
TraesCS7A02G043900	GO:0016787,	brown
TraesCS7A02G048600	GO:0046872,GO:0055114,GO:0006801,GO:0004784	brown
TraesCS7A02G049500		brown
TraesCS7A02G056600	GO:0016021,GO:0006749,GO:0005515	brown
TraesCS7A02G076400	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS7A02G077400	GO:0006364	brown
TraesCS7A02G078400		brown
TraesCS7A02G090400	GO:0046872,GO:0055114,GO:0006801,GO:0004784,GO:0016491,GO:0019430	brown
TraesCS7A02G094200	GO:0055114	brown
TraesCS7A02G095300	GO:0006952,GO:0003677,GO:0006355,GO:0003697	brown
TraesCS7A02G128700		brown
TraesCS7A02G161000	GO:0005524,GO:0006457,GO:0046914,GO:1901671,GO:0005737	brown
TraesCS7A02G193000	GO:0005515	brown
TraesCS7A02G205700	GO:0016021,GO:0016747,GO:0016020,GO:0016746,GO:0006633	brown
TraesCS7A02G212500	GO:0003677,GO:0005694,GO:0006265,GO:0003917,GO:0003916	brown
TraesCS7A02G222800	GO:0006457,GO:0015031	brown
TraesCS7A02G223300	GO:0003676	brown
TraesCS7A02G248000		brown
TraesCS7A02G250000	GO:0006355,GO:0003690	brown
TraesCS7A02G260800	GO:0030170,GO:0003824,GO:0008483,GO:0033014,GO:0042286	brown
TraesCS7A02G267900	GO:0003735,GO:0006412,GO:0005840,GO:0019843,GO:0009507	brown
TraesCS7A02G270000	GO:0005975,GO:0005576,GO:0004650,GO:0071555	brown
TraesCS7A02G278300	GO:0003676,GO:0003723	brown
TraesCS7A02G282400		brown
TraesCS7A02G282900		brown
TraesCS7A02G285000	GO:0022857,GO:0016020,GO:0055085	brown
TraesCS7A02G286700	GO:0003755,GO:0000413	brown
TraesCS7A02G291000	GO:0016021	brown
TraesCS7A02G307000	GO:0016554,GO:0042803,GO:1900865,GO:0009570,GO:0009941	brown
TraesCS7A02G310100	GO:0003824,GO:0009507,GO:0005777,GO:0042372,	brown
TraesCS7A02G310300	GO:0005515	brown
TraesCS7A02G312500	GO:0016021	brown
TraesCS7A02G316700	GO:0005634,GO:0003676,GO:0003729,GO:0009570,GO:0009941	brown
TraesCS7A02G335500		brown
TraesCS7A02G336400	GO:0004553,GO:0005975,GO:0003824,GO:0043169,GO:0003844,GO:0005978	brown
TraesCS7A02G341000		brown
TraesCS7A02G342800	GO:0016021,GO:0005886,GO:0015031,GO:0008565,GO:0009306,GO:0043953	brown
TraesCS7A02G351100	GO:0005840,GO:0032544,GO:0009570,GO:0009941	brown
TraesCS7A02G355400		brown
TraesCS7A02G357700	GO:0016788	brown
TraesCS7A02G372200		brown
TraesCS7A02G373500	GO:0005634,GO:0003677,GO:0009738,GO:0050832,GO:0009787,GO:2000071,GO:0009682,GO:2000022,GO:0010118,GO:0002229,GO:0009867,GO:0009414	brown
TraesCS7A02G375700	GO:0005524,GO:0004222,GO:0009507,GO:0004176,GO:0006508	brown
TraesCS7A02G401300	GO:0016021,GO:0016020,GO:0004659,GO:0032194,GO:0042371,GO:0042372	brown
TraesCS7A02G415600	GO:0003935,GO:0008686,GO:0009231	brown
TraesCS7A02G422300	GO:0016787	brown
TraesCS7A02G450600	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0032544,GO:0009570,GO:0009941,GO:0005739	brown
TraesCS7A02G471000	GO:0016021,GO:0005524,GO:0004222,GO:0016020,GO:0016887,GO:0004176,GO:0006508,GO:0016787,GO:0000166,GO:0008233,GO:0008237	brown
TraesCS7A02G479700	GO:0016021,GO:0022857,GO:0071705	brown
TraesCS7A02G480700	GO:0005524,GO:0015979,GO:0009507,GO:0015995,GO:0016851	brown
TraesCS7A02G513100	GO:0043531	brown
TraesCS7A02G533400	GO:0016021,GO:0004252,GO:0016020,GO:0008236,GO:0006508	brown
TraesCS7A02G534400	GO:0003723,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS7A02G547500	GO:0016021,GO:0005524,GO:0004222,GO:0016020,GO:0016887,GO:0004176,GO:0006508	brown
TraesCS7A02G560300	GO:0005524,GO:0016740,GO:0008033	brown
TraesCS7B02G017300	GO:0048046	brown
TraesCS7B02G066000	GO:0005737,GO:0005524,GO:0006457,GO:0046914,GO:1901671,GO:0016887,GO:0051082,GO:0009507,GO:0051087,GO:0051085,GO:0046872,GO:0005759,GO:0009536	brown
TraesCS7B02G098300	GO:0005515	brown
TraesCS7B02G113000	GO:0016021,GO:0016747,GO:0016020,GO:0016746,GO:0006633	brown
TraesCS7B02G129300	GO:0006457,GO:0015031	brown
TraesCS7B02G131200	GO:0009507,GO:0005739	brown
TraesCS7B02G135300	GO:0016021,GO:0046872,GO:0030001,GO:0000166,GO:0019829,GO:0006812,GO:0009767,GO:0005375,GO:0016531,GO:0055070,GO:0009570,GO:0009941	brown
TraesCS7B02G141200	GO:0006355,GO:0003690	brown
TraesCS7B02G145100	GO:0004553,GO:0005975	brown
TraesCS7B02G146000	GO:0003723,GO:0008168,GO:0006396,GO:0008173,GO:0001510,GO:0006995	brown
TraesCS7B02G147700		brown
TraesCS7B02G148000	GO:0003824	brown
TraesCS7B02G158800	GO:0030170,GO:0003824,GO:0008483,GO:0033014,GO:0042286	brown
TraesCS7B02G167600		brown
TraesCS7B02G183100		brown
TraesCS7B02G189500	GO:0005506,GO:0005515,GO:0016021	brown
TraesCS7B02G190100	GO:0003676,	brown
TraesCS7B02G198000		brown
TraesCS7B02G199200	GO:0003755,GO:0000413	brown
TraesCS7B02G199700	GO:0022857,GO:0016020,GO:0055085	brown
TraesCS7B02G207300	GO:0016554,GO:0042803,GO:1900865,GO:0009570,GO:0009941	brown
TraesCS7B02G210000	,GO:0003824,GO:0009507,GO:0005777,GO:0042372	brown
TraesCS7B02G212200	GO:0016021	brown
TraesCS7B02G217500	GO:0005634,GO:0003676,GO:0003729,GO:0009570,GO:0009941	brown
TraesCS7B02G231800	GO:0005840,GO:0032544,GO:0009570,GO:0009941	brown
TraesCS7B02G242200		brown
TraesCS7B02G247100		brown
TraesCS7B02G248000	GO:0004553,GO:0005975,GO:0003824,GO:0009507,GO:0043169,GO:0003844,GO:0005978,GO:0009791	brown
TraesCS7B02G253500	GO:0005634,GO:0003677,GO:0009738,GO:0050832,GO:0009787,GO:2000071,GO:0009682,GO:2000022,GO:0010118,GO:0002229,GO:0009867,GO:0009414	brown
TraesCS7B02G272400		brown
TraesCS7B02G290900		brown
TraesCS7B02G327700	GO:0004553,GO:0005975,GO:0005618,GO:0010411,GO:0016762,GO:0042546,GO:0048046,GO:0006073,GO:0071555	brown
TraesCS7B02G350400	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0032544,GO:0009570,GO:0009941,GO:0005739	brown
TraesCS7B02G389500		brown
TraesCS7B02G411600		brown
TraesCS7B02G411700		brown
TraesCS7B02G421100	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS7B02G443400	GO:0016021,GO:0042803,GO:0009706,GO:0045037,GO:0006875	brown
TraesCS7B02G450600	GO:0016021,GO:0004252,GO:0016020,GO:0008236,GO:0006508	brown
TraesCS7B02G451500	GO:0003723,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS7B02G471600	GO:0016021,GO:0005524,GO:0004222,GO:0016020,GO:0016887,GO:0004176,GO:0006508	brown
TraesCS7B02G473500	GO:0005524,GO:0004672,GO:0006468,GO:0005515	brown
TraesCS7B02G486700	GO:0005524,GO:0016740,GO:0008033	brown
TraesCS7D02G004500	GO:0005737,GO:0005524,GO:0000166,GO:0004820,GO:0006426	brown
TraesCS7D02G032800	GO:0005524,GO:0006457,GO:0042026,GO:0005737	brown
TraesCS7D02G043000	GO:0046872,GO:0055114,GO:0006801,GO:0004784	brown
TraesCS7D02G044600		brown
TraesCS7D02G051700	GO:0016021,GO:0009055,GO:0045454,GO:0006749,GO:0005623,GO:0005515	brown
TraesCS7D02G072100	GO:0004252,GO:0004176,GO:0006508,GO:0008233	brown
TraesCS7D02G073000	GO:0006364	brown
TraesCS7D02G073600		brown
TraesCS7D02G086400	GO:0046872,GO:0055114,GO:0009579,GO:0006801,GO:0004784,GO:0042644,GO:0016491,GO:0019430	brown
TraesCS7D02G091500	GO:0006952,GO:0003677,GO:0006355,GO:0003697	brown
TraesCS7D02G127500		brown
TraesCS7D02G145100		brown
TraesCS7D02G149200	GO:0030246	brown
TraesCS7D02G162300	GO:0005737,GO:0005524,GO:0006457,GO:0046914,GO:1901671,GO:0016887,GO:0051082,GO:0009507,GO:0051087,GO:0051085,GO:0046872,GO:0005759,GO:0009536	brown
TraesCS7D02G194200	GO:0005515	brown
TraesCS7D02G208500	GO:0016021,GO:0016747,GO:0016020,GO:0016746,GO:0006633	brown
TraesCS7D02G214300	GO:0003677,GO:0006265,GO:0003917,GO:0003916,GO:0005694	brown
TraesCS7D02G224900	GO:0003676	brown
TraesCS7D02G230100		brown
TraesCS7D02G244100	GO:0003723,GO:0008168,GO:0006396,GO:0008173,GO:0001510,GO:0006995	brown
TraesCS7D02G248600	GO:0006355,GO:0003690	brown
TraesCS7D02G261800	GO:0030170,GO:0003824,GO:0008483,GO:0033014,GO:0042286	brown
TraesCS7D02G262700		brown
TraesCS7D02G267000	GO:0003735,GO:0006412,GO:0005840,GO:0019843,GO:0009507	brown
TraesCS7D02G278100	GO:0003676,GO:0003723	brown
TraesCS7D02G290500	GO:0016021	brown
TraesCS7D02G293100	GO:0016021,GO:0005506,GO:0005515	brown
TraesCS7D02G297800	GO:0008171	brown
TraesCS7D02G303900	GO:0016554,GO:0042803,GO:1900865,GO:0009570,GO:0009941	brown
TraesCS7D02G308900	GO:0016021	brown
TraesCS7D02G313400	GO:0003676	brown
TraesCS7D02G327700	GO:0005840,GO:0032544,GO:0009570,GO:0009941	brown
TraesCS7D02G338600		brown
TraesCS7D02G344000	GO:0004553,GO:0005975,GO:0003824,GO:0043169,GO:0003844,GO:0005978,GO:0019252,GO:0016740,GO:0009501,GO:0102752	brown
TraesCS7D02G349600	GO:0003677	brown
TraesCS7D02G350700	,GO:0009535,GO:0020037,GO:0006979,GO:0009941	brown
TraesCS7D02G367600		brown
TraesCS7D02G372100	GO:0016787	brown
TraesCS7D02G384600	GO:0016788	brown
TraesCS7D02G414600	GO:0009507	brown
TraesCS7D02G419100	GO:0004553,GO:0005975,GO:0005618,GO:0010411,GO:0016762,GO:0042546,GO:0048046,GO:0006073,GO:0071555	brown
TraesCS7D02G419700		brown
TraesCS7D02G436600	GO:0043531	brown
TraesCS7D02G439900	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0032544,GO:0009570,GO:0009941,GO:0005739	brown
TraesCS7D02G456000	GO:0005737,GO:0003824,GO:0006749,GO:0009072,GO:0005515	brown
TraesCS7D02G458400	GO:0016021,GO:0005524,GO:0004222,GO:0016020,GO:0016887,GO:0004176,GO:0006508	brown
TraesCS7D02G491700		brown
TraesCS7D02G491800		brown
TraesCS7D02G499800	GO:0003735,GO:0006412,GO:0005840,GO:0009507	brown
TraesCS7D02G504400		brown
TraesCS7D02G520700	GO:0016021,GO:0004252,GO:0016020,GO:0008236,GO:0006508	brown
TraesCS7D02G521700	GO:0003723,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS7D02G529500	GO:0048046	brown
TraesCS7D02G536500		brown
TraesCS7D02G549300	GO:0008033	brown
TraesCSU02G009200	GO:0005524,GO:0009793,GO:0016020,GO:0006457,GO:0048046,GO:0005739,GO:0009579,GO:0042026,GO:0022626,GO:0009570,GO:0009941,GO:0009658	brown
TraesCSU02G014400		brown
TraesCSU02G030000	GO:0008194	brown
TraesCSU02G050100		brown
TraesCSU02G054500	GO:0005515	brown
TraesCSU02G073300		brown
TraesCSU02G075800	GO:0005509,GO:0015979,GO:0009523,GO:0009654,GO:0019898	brown
TraesCSU02G078600	GO:0016747	brown
TraesCSU02G092300	GO:0003993	brown
TraesCSU02G093800	GO:0003735,GO:0006412,GO:0005840,GO:0009507	brown
TraesCSU02G108900	GO:0003755	brown
TraesCSU02G110400	GO:0006355,GO:0003690	brown
TraesCSU02G129700	GO:0006729,GO:0008124	brown
TraesCSU02G138900	GO:0046983	brown
TraesCSU02G166000	GO:0016747	brown
TraesCSU02G169600	GO:0005975,GO:0008061,GO:0004568,GO:0006032,GO:0016998	brown
TraesCSU02G170100	GO:0008168,GO:0008757,GO:0032259	brown
TraesCSU02G197500	GO:0009507,GO:0003747,GO:0016149,GO:0032544,GO:0010027,GO:0009658,GO:0006415	brown
TraesCSU02G243200		brown
